ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
77796,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,116500,4.75,0.5962,3162.5,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,3480,CIB,728,CIB,65-74,to_inst,51.09649123,North,direct,0,43
135849,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,216500,4.99,0.4706,3554.8,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1U,4500,CIB,795,CIB,35-44,to_inst,83.91472868,North,direct,0,43
86001,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,106500,3.99,1.3799,3113.75,180,not_neg,int_only,not_lpsm,148000,sb,ir,home,1U,28200,CIB,718,CIB,35-44,to_inst,71.95945946,North,direct,0,12
105577,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,396500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,900,EQUI,642,EXP,35-44,to_inst,,North,direct,1,
34800,2019,ncf,Male,nopre,type2,p3,l1,nopc,b/c,736500,,,,360,not_neg,not_int,not_lpsm,1028000,sb,pr,home,1U,24000,CIB,835,CIB,55-64,not_inst,71.64396887,south,direct,1,17
28662,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,296500,3.75,0.2518,3600,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,4920,CIB,890,CIB,55-64,to_inst,59.53815261,south,direct,0,38
44768,2019,ncf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,826500,,,,360,not_neg,not_int,not_lpsm,,sb,sr,home,1U,31260,EQUI,638,EXP,55-64,to_inst,,south,direct,1,
59567,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,306500,4.875,1.2589,716.67,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,12540,EXP,621,CIB,35-44,not_inst,66.92139738,south,direct,0,44
107499,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,306500,4.5,0.2509,9545.75,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1U,6240,CRIF,587,EXP,65-74,to_inst,60.33464567,North,direct,0,56
108505,2019,,Joint,nopre,type1,p1,l1,nopc,nob/c,466500,4.375,0.2805,0,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,7200,CIB,566,EXP,35-44,not_inst,80.70934256,south,direct,0,49
41147,2019,cf,Female,nopre,type2,p1,l2,nopc,b/c,246500,,,,300,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,3600,EQUI,521,EXP,45-54,to_inst,,North,direct,1,
102638,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,206500,3.875,0.2219,2025,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,3360,CIB,540,EXP,65-74,to_inst,90.57017544,south,direct,0,53
38514,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,386500,4.125,0.4462,7025,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,5040,CRIF,570,EXP,45-54,to_inst,77.61044177,south,direct,0,39
163223,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,456500,,,,360,,not_int,not_lpsm,468000,sb,pr,home,1U,5280,CIB,688,EXP,35-44,not_inst,97.54273504,North,direct,1,47
125139,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,226500,4.56,0.5904,0,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,3600,EXP,571,EXP,>74,not_inst,95.16806723,North,direct,0,47
163079,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,556500,3.99,0.2174,0,360,not_neg,not_int,lpsm,648000,sb,pr,home,1U,9120,CRIF,582,EXP,25-34,not_inst,85.87962963,south,direct,0,48
29689,2019,cf,Male,nopre,type1,p3,l2,nopc,nob/c,486500,4.375,0.1783,0,360,not_neg,not_int,not_lpsm,758000,sb,pr,home,1U,5220,CRIF,565,CIB,35-44,not_inst,64.18205805,south,direct,0,49
161092,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,176500,4.125,0.5753,2755,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,1920,EXP,587,EXP,65-74,to_inst,57.30519481,North,direct,0,41
32160,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,,,,360,not_neg,int_only,not_lpsm,,sb,pr,home,1U,5820,EQUI,858,EXP,55-64,to_inst,,central,direct,1,
132737,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,156500,3.99,0.716,4352,240,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,7260,CRIF,832,EXP,55-64,to_inst,50.81168831,North,direct,0,43
28722,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,156500,4,0.5929,3595,360,not_neg,int_only,not_lpsm,648000,sb,pr,home,1U,2880,CRIF,745,CIB,55-64,not_inst,24.15123457,North,direct,0,45
68904,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,506500,,,,360,not_neg,not_int,not_lpsm,858000,sb,pr,home,1U,6120,CRIF,858,EXP,55-64,to_inst,59.03263403,south,direct,1,10
103386,2019,cf,Male,pre,type2,p1,l1,nopc,b/c,216500,4.25,0.9169,2142.3,360,neg_amm,not_int,not_lpsm,228000,sb,pr,home,1U,4680,CRIF,760,CIB,35-44,to_inst,94.95614035,North,direct,0,30
26225,2019,,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,146500,3.99,0.2256,3444.88,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,3720,CIB,599,CIB,35-44,to_inst,64.25438596,south,direct,0,13
137266,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,416500,2.75,-0.0089,3662.56,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,8700,CIB,751,EXP,45-54,not_inst,97.31308411,North,direct,0,38
73063,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,176500,4.25,1.1511,0,240,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,3180,EXP,851,CIB,45-54,to_inst,57.30519481,south,direct,0,34
172193,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,226500,4.5,0.022,0,360,neg_amm,not_int,not_lpsm,388000,sb,pr,home,1U,5580,EXP,504,EXP,45-54,not_inst,58.37628866,North,direct,0,23
139343,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,136500,4.625,0.9915,4352.8,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,3960,EXP,561,EXP,55-64,to_inst,86.39240506,south,direct,0,33
34526,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,326500,3.875,0.1742,2890.31,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,3960,EXP,522,CIB,65-74,to_inst,53.70065789,North,direct,0,44
51833,2019,cf,Female,nopre,type1,p4,l2,nopc,nob/c,446500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,8040,EQUI,560,EXP,45-54,to_inst,,central,direct,1,
121511,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,196500,4.375,0.1833,3510,360,not_neg,not_int,not_lpsm,248000,sb,pr,home,1U,6300,CIB,755,EXP,45-54,to_inst,79.23387097,North,direct,0,40
155767,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,216500,4.25,0.3475,2302.3,360,not_neg,not_int,not_lpsm,238000,sb,pr,home,1U,2820,CIB,726,CIB,25-34,to_inst,90.96638655,south,direct,0,49
45476,2019,cf,Joint,nopre,type1,p3,l2,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,728000,sb,pr,home,1U,9720,EXP,867,EXP,35-44,not_inst,66.82692308,south,direct,1,22
160826,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,286500,4.25,0.6421,5620,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,2U,4200,EXP,872,EXP,>74,to_inst,63.95089286,central,direct,0,41
49947,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,3.75,0.3986,5842,324,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,3240,CIB,805,EXP,65-74,to_inst,78.64583333,south,direct,0,48
130404,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,596500,3.125,-0.0996,1010.86,180,not_neg,not_int,not_lpsm,968000,sb,pr,home,1U,9720,EXP,607,EXP,45-54,not_inst,61.62190083,central,direct,0,40
58653,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,396500,,,,360,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6480,EQUI,836,EXP,65-74,to_inst,,south,direct,1,
117998,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,646500,4,0.1437,0,360,not_neg,not_int,not_lpsm,818000,sb,pr,home,1U,9540,CRIF,533,EXP,35-44,not_inst,79.03422983,North,direct,0,31
142897,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,3.625,0.1598,9092.5,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,5520,CIB,653,EXP,45-54,to_inst,69.10480349,North,direct,0,40
154675,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,216500,3.99,-0.278,0,180,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,7380,EXP,764,EXP,35-44,not_inst,68.08176101,North,direct,0,48
122147,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,226500,4.75,0.7893,0,360,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,4680,EXP,681,CIB,25-34,to_inst,99.34210526,North,direct,0,45
139070,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,546500,4.56,0.7131,0,360,not_neg,not_int,not_lpsm,618000,sb,pr,home,1U,7440,CIB,687,CIB,25-34,not_inst,88.43042071,North,direct,0,42
157160,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,356500,4.625,1.1723,0,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1U,8520,EXP,564,EXP,45-54,not_inst,85.28708134,North,direct,0,22
86768,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,176500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0,EQUI,542,EXP,65-74,to_inst,,south,direct,1,
125687,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,426500,4.125,0.4212,2639.1,360,not_neg,not_int,not_lpsm,628000,sb,pr,home,1U,6840,CRIF,814,CIB,55-64,not_inst,67.91401274,North,direct,0,40
56785,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,226500,3.75,0.0511,3000,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,6180,CIB,627,CIB,55-64,not_inst,78.64583333,North,direct,0,29
168390,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,326500,3.625,0.062,4110,360,not_neg,not_int,not_lpsm,778000,sb,pr,home,1U,5400,CIB,617,EXP,55-64,to_inst,41.96658098,south,direct,0,33
83871,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,116500,3.99,0.829,3412.5,180,not_neg,not_int,not_lpsm,148000,sb,pr,home,1U,2340,EXP,745,CIB,45-54,to_inst,78.71621622,North,direct,0,47
90401,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,256500,3.625,-0.0875,432.67,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,6540,EXP,757,CIB,55-64,not_inst,78.20121951,North,direct,0,37
166012,2019,,Male,nopre,type1,p4,l1,nopc,nob/c,486500,,,,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,4920,CIB,703,CIB,35-44,to_inst,80.01644737,North,direct,1,48
161427,2019,ncf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,1316500,4.125,-0.0078,250,360,not_neg,not_int,not_lpsm,1648000,sb,pr,home,1U,23940,CRIF,639,EXP,45-54,to_inst,79.88470874,south,direct,0,42
171619,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,466500,3.375,-0.4322,3120.4,360,not_neg,not_int,not_lpsm,1008000,sb,pr,home,1U,5640,EXP,758,EXP,45-54,to_inst,46.2797619,North,direct,0,38
145649,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,346500,3.99,0.4119,6449.81,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1U,10320,CRIF,830,CIB,65-74,to_inst,75.65502183,North,direct,0,5
67529,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,726500,,,,360,not_neg,not_int,not_lpsm,928000,sb,pr,home,1U,7020,CRIF,637,EXP,35-44,not_inst,78.28663793,North,direct,1,38
108170,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,266500,3.99,0.5288,5354.56,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,4080,CRIF,547,CIB,35-44,to_inst,78.84615385,south,direct,0,47
167015,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,596500,3.5,0.4606,5426.1,180,not_neg,not_int,not_lpsm,758000,sb,pr,home,1U,10380,CIB,861,CIB,45-54,not_inst,78.6939314,North,direct,0,40
136366,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,266500,4.125,0.402,4091.25,360,not_neg,not_int,not_lpsm,268000,sb,pr,home,1U,2580,CRIF,857,EXP,65-74,to_inst,99.44029851,North,direct,0,53
169237,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,216500,3.625,0.8221,4232.53,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1U,2460,CRIF,880,EXP,65-74,to_inst,77.87769784,south,direct,0,41
162156,2019,cf,Female,nopre,type1,p3,l2,opc,nob/c,56500,5.25,0.232,,360,not_neg,int_only,not_lpsm,1808000,sb,pr,home,1U,5100,EXP,896,CIB,65-74,to_inst,3.125,North,direct,0,49
66216,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,486500,3.99,-0.021,1025,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1U,5100,CIB,563,CIB,25-34,not_inst,87.18637993,North,direct,0,43
95933,2019,cf,Joint,nopre,type1,p2,l1,nopc,nob/c,136500,,,,240,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,4320,CIB,547,EXP,65-74,to_inst,44.31818182,North,direct,1,26
101737,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,216500,4.625,0.6505,2617.16,360,neg_amm,not_int,not_lpsm,218000,sb,pr,home,1U,6120,CIB,521,EXP,35-44,to_inst,99.31192661,North,direct,0,61
172461,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,3.875,0.2647,0,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1U,2760,CRIF,581,CIB,35-44,not_inst,54.62962963,south,direct,0,46
108806,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,596500,4.375,0.1737,1573.91,360,not_neg,not_int,not_lpsm,1008000,sb,pr,home,1U,15360,EXP,550,CIB,45-54,to_inst,59.1765873,south,direct,0,47
99650,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,486500,4.18,0.095,1176.23,360,not_neg,not_int,not_lpsm,818000,sb,pr,home,1U,9420,EXP,864,CIB,45-54,not_inst,59.47432763,North,direct,0,49
99757,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,556500,3.125,-0.5096,4412.69,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1U,,CIB,576,EXP,25-34,not_inst,96.28027682,North,direct,0,
67318,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,716500,3.75,0.0754,0,360,not_neg,not_int,not_lpsm,758000,sb,pr,home,1U,8580,CIB,732,EXP,35-44,not_inst,94.52506596,south,direct,0,47
169043,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,646500,3.625,-0.0934,0,360,not_neg,not_int,not_lpsm,748000,sb,pr,home,1U,9960,EXP,550,EXP,35-44,not_inst,86.43048128,south,direct,0,30
91023,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,256500,3.75,0.4674,6965,240,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,2940,CIB,756,CIB,45-54,to_inst,69.70108696,south,direct,0,48
117657,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,256500,3.99,-0.1823,4090,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,3960,CIB,867,EXP,65-74,to_inst,73.70689655,south,direct,0,42
172456,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,126500,4.625,0.9934,1591.11,360,neg_amm,not_int,not_lpsm,158000,sb,pr,home,1U,4020,CIB,713,EXP,25-34,to_inst,80.06329114,North,direct,0,35
61569,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,536500,,,,360,not_neg,not_int,not_lpsm,958000,sb,sr,home,1U,13860,CIB,657,EXP,65-74,not_inst,56.00208768,North,direct,1,35
51725,2019,ncf,Joint,pre,type1,p1,l1,nopc,nob/c,636500,3.75,-0.048,68,360,not_neg,not_int,not_lpsm,798000,sb,pr,home,1U,7080,CRIF,549,EXP,35-44,to_inst,79.76190476,North,direct,0,41
33290,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,3.99,-0.1386,0,360,not_neg,not_int,not_lpsm,678000,sb,pr,home,1U,9300,EXP,609,CIB,35-44,not_inst,71.75516224,south,direct,0,25
115715,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,106500,4.375,1.2173,2631.8,180,not_neg,not_int,not_lpsm,258000,sb,ir,home,1U,4980,CRIF,780,CIB,55-64,to_inst,41.27906977,south,direct,0,43
85003,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,166500,,,,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,2520,EXP,580,CIB,65-74,to_inst,54.05844156,North,direct,1,57
27405,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,4.99,0.5376,3687.5,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,3060,CIB,577,CIB,55-64,to_inst,73.94859813,North,direct,0,49
41746,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,386500,,,,360,not_neg,not_int,lpsm,,sb,pr,home,1U,9240,EQUI,781,EXP,65-74,not_inst,,south,direct,1,
132296,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,146500,4.75,0.3352,2790.13,324,neg_amm,not_int,not_lpsm,158000,sb,pr,home,1U,2700,CRIF,544,CIB,25-34,to_inst,92.72151899,south,direct,0,21
41353,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,116500,5.125,0.6976,1080,360,not_neg,not_int,not_lpsm,158000,sb,pr,home,1U,2100,CIB,800,CIB,25-34,to_inst,73.73417722,North,direct,0,46
81110,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,236500,,,,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1U,7320,CRIF,827,CIB,45-54,to_inst,72.10365854,North,direct,1,47
97795,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,186500,3.875,0.9777,4910,240,not_neg,not_int,not_lpsm,248000,sb,pr,home,1U,4560,CIB,550,CIB,55-64,to_inst,75.2016129,North,direct,0,39
78434,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,626500,3.875,0.2287,0,360,not_neg,not_int,not_lpsm,748000,sb,pr,home,1U,6600,CRIF,698,EXP,25-34,not_inst,83.75668449,North,direct,0,47
109736,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,326500,,,,360,not_neg,not_int,not_lpsm,1208000,sb,pr,home,1U,3360,EXP,889,CIB,65-74,to_inst,27.0281457,south,direct,1,49
100973,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,3.875,0.2857,6242,360,not_neg,not_int,not_lpsm,478000,sb,pr,home,1U,4560,CIB,876,EXP,55-64,to_inst,66.21338912,North,direct,0,45
56580,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,226500,3.625,0.1634,3823.44,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,5040,CRIF,511,CIB,55-64,to_inst,73.53896104,North,direct,0,25
93079,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,406500,3.5,-0.1478,155.56,360,not_neg,not_int,not_lpsm,908000,sb,pr,home,1U,13380,CIB,755,EXP,65-74,not_inst,44.76872247,North,direct,0,49
54964,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,296500,4.56,0.852,1630,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,3360,CIB,702,EXP,25-34,not_inst,80.57065217,south,direct,0,42
54733,2019,cf,Sex Not Available,,type1,p1,l1,nopc,nob/c,216500,,,,360,not_neg,not_int,not_lpsm,248000,sb,sr,home,1U,2460,CIB,593,CIB,35-44,to_inst,87.2983871,south,direct,1,52
54097,2019,cf,Female,nopre,type3,p1,l1,nopc,nob/c,486500,3.49,-0.1844,251.68,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1U,4800,CIB,864,CIB,45-54,not_inst,92.14015152,North,direct,0,56
49561,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,216500,3.875,0.3184,4497.29,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1U,2580,EXP,851,CIB,25-34,to_inst,75.17361111,south,direct,0,39
99879,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,156500,2.99,-0.6778,,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,,EXP,539,EXP,55-64,to_inst,50.81168831,North,direct,0,
164857,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,4.375,0.7295,2870,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1U,2400,CIB,830,CIB,65-74,to_inst,62.21264368,south,direct,0,40
39897,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,156500,3.5,0.6484,3656.74,360,not_neg,int_only,not_lpsm,188000,sb,pr,home,1U,3780,CRIF,723,CIB,55-64,to_inst,83.24468085,central,direct,0,52
108552,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,276500,3.25,0.4254,,240,not_neg,not_int,not_lpsm,318000,sb,pr,home,1U,5820,CIB,543,EXP,55-64,to_inst,86.94968553,south,direct,0,41
93492,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,586500,3.99,0.5289,1706.85,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1U,7140,CRIF,656,CIB,25-34,not_inst,89.1337386,south,direct,0,36
75397,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,366500,3.375,-0.3411,2903.75,360,not_neg,not_int,not_lpsm,498000,sb,pr,home,1U,8160,CIB,649,CIB,55-64,to_inst,73.59437751,south,direct,0,6
48295,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,3,-0.1538,1998.68,180,not_neg,not_int,not_lpsm,588000,sb,pr,home,1U,7260,CIB,861,CIB,55-64,not_inst,48.7244898,south,direct,0,29
137586,2019,ncf,Joint,nopre,type1,p3,l2,opc,nob/c,506500,6.24,1.062,,360,not_neg,int_only,not_lpsm,4108000,sb,pr,home,1U,47880,CIB,859,EXP,45-54,to_inst,12.32960078,North,direct,0,30
45979,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,376500,4.25,0.894,11018.49,360,not_neg,not_int,not_lpsm,498000,sb,ir,home,1U,9120,CIB,727,CIB,45-54,not_inst,75.60240964,North,direct,0,48
69809,2019,ncf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,766500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,21660,EQUI,736,EXP,35-44,to_inst,,south,direct,1,
132019,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,156500,4.25,-0.0333,4228,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1U,3660,EXP,587,CIB,35-44,to_inst,87.92134831,North,direct,0,33
128835,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,576500,4,0.5006,0,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1U,9180,CRIF,620,CIB,55-64,not_inst,94.81907895,south,direct,0,36
78638,2019,ncf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,66500,4.125,1.0565,1890.83,360,not_neg,not_int,not_lpsm,108000,sb,pr,home,1U,1920,EXP,565,EXP,25-34,to_inst,61.57407407,south,direct,0,57
154283,2019,cf,Sex Not Available,nopre,type1,p4,l2,nopc,nob/c,726500,,,,360,not_neg,not_int,not_lpsm,858000,sb,pr,home,1U,13500,CRIF,783,CIB,45-54,to_inst,84.67365967,south,direct,1,38
132845,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,336500,3.75,0.4843,,180,not_neg,not_int,not_lpsm,468000,sb,pr,home,1U,6780,EXP,535,EXP,45-54,to_inst,71.9017094,North,direct,0,41
154632,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,156500,3.99,0.0401,1720,300,not_neg,not_int,not_lpsm,308000,sb,pr,home,1U,3180,CIB,711,CIB,65-74,to_inst,50.81168831,south,direct,0,36
129831,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,216500,3.5,-0.0439,4727.5,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1U,7920,CIB,638,CIB,35-44,to_inst,58.83152174,south,direct,0,31
31443,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,4.25,1.2897,2500.15,240,not_neg,not_int,not_lpsm,228000,sb,pr,home,1U,2280,EXP,535,CIB,55-64,to_inst,55.48245614,south,direct,0,45
105975,2019,ncf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,586500,4.5,0.4521,7050,360,not_neg,not_int,not_lpsm,1478000,sb,pr,home,1U,10500,CRIF,597,CIB,55-64,to_inst,39.68200271,south,direct,0,39
84432,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,146500,,,,324,neg_amm,not_int,not_lpsm,208000,sb,ir,home,1U,2640,CIB,722,EXP,65-74,to_inst,70.43269231,south,direct,1,40
119987,2019,,Female,nopre,type1,p4,l1,nopc,nob/c,1126500,4.375,0.6126,11782.39,360,not_neg,not_int,not_lpsm,1778000,sb,ir,home,4U,5340,CIB,664,CIB,25-34,not_inst,63.35770529,south,direct,0,16
48496,2019,cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,246500,3.875,0.429,6952.51,360,not_neg,not_int,not_lpsm,338000,sb,pr,home,1U,3780,EXP,500,CIB,65-74,not_inst,72.92899408,south,direct,0,54
72300,2019,,Male,nopre,type1,p1,l1,nopc,nob/c,406500,3.75,-0.0413,3506.29,360,not_neg,not_int,not_lpsm,428000,sb,pr,home,1U,6180,EXP,875,CIB,35-44,not_inst,94.97663551,south,direct,0,37
64957,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,256500,4.125,0.6271,2224.25,324,not_neg,not_int,not_lpsm,438000,sb,pr,home,1U,3480,CIB,838,CIB,55-64,to_inst,58.56164384,North,direct,0,44
34409,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,726500,4.25,-0.1448,0,360,not_neg,not_int,not_lpsm,1308000,sb,pr,home,1U,20160,CIB,780,EXP,25-34,not_inst,55.54281346,south,direct,0,19
153232,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,606500,,,,360,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7020,EQUI,560,EXP,45-54,to_inst,,south,direct,1,
